pid,n_scs_total,n_scs_strong,n_branches,S,K,merger_richness,C_fourier,n_sign_changes,phase
323,22,0,2,0.6328428307500615,0.6328428307500615,0,0.5012241287624822,1,Trivial
324,102,7,3,1.0479292083955523,1.7479292083955524,2,1.089169763582972,2,StrongMerger
325,24,4,3,0.7173301347853036,1.1173301347853037,2,1.3248298682324706,2,StrongMerger
326,196,4,1,0.0,0.4,0,6.937562442648311,0,Fragmented
327,51,2,5,1.5597938466951629,1.7597938466951628,2,0.2907617196391271,4,StrongMerger
328,203,8,5,1.4478510918592,2.2478510918592,2,0.7278698301751226,4,StrongMerger
329,3,3,3,0.41064236164311324,0.7106423616431132,2,2.8385483694132976,2,StrongMerger
330,0,0,2,0.34520662539160074,0.34520662539160074,0,2.6384242238377364,1,Trivial
331,154,6,1,0.0,0.6000000000000001,0,7.192481323861279,0,Fragmented
332,5,1,3,0.7731496325577547,0.8731496325577547,2,5.07748061376435,2,StrongMerger
333,129,4,1,0.0,0.4,0,2.017746736650831,0,Fragmented
334,0,0,2,0.48257756517701206,0.48257756517701206,0,5.132350292721724,1,Trivial
335,0,0,1,0.0,0.0,0,6.445351256138459,0,Trivial
336,7,2,3,0.8789217965629486,1.0789217965629485,2,1.914701028665539,2,StrongMerger
337,21,2,2,0.4333988732907457,0.6333988732907457,2,5.75005691076787,1,StrongMerger
338,241,7,1,0.0,0.7000000000000001,0,2.7832643069269882,0,Fragmented
339,83,9,7,1.8727708724660896,2.7727708724660896,2,0.3375304520442059,6,StrongMerger
340,45,0,3,0.9874490763604049,0.9874490763604049,0,0.8998348467540047,2,Trivial
341,48,4,3,1.076320800076152,1.4763208000761519,2,1.1270725384329097,2,StrongMerger
342,0,0,4,0.9632535907685872,0.9632535907685872,0,0.3215896095602386,3,Trivial
343,0,0,1,0.0,0.0,0,0.870701078216002,0,Trivial
344,19,5,3,1.0182418068881995,1.5182418068881995,2,0.9185900420662483,2,StrongMerger
345,108,6,2,0.45884684243710105,1.0588468424371011,2,2.5406806291438198,1,StrongMerger
346,120,3,2,0.6328428307500615,0.9328428307500616,2,1.0048965828601195,1,StrongMerger
347,40,4,4,1.1047308943771676,1.5047308943771678,2,0.6649976638439489,3,StrongMerger
348,8,0,4,1.2050976497511126,1.2050976497511126,0,0.46576793952461903,3,Trivial
349,70,2,4,1.1666316238876666,1.3666316238876666,2,0.886324339345268,3,StrongMerger
350,16,6,3,1.076320800076152,1.676320800076152,2,0.8214329075760761,2,StrongMerger
351,3,1,3,0.874345039235218,0.974345039235218,2,3.5606012722863185,2,StrongMerger
352,0,0,1,0.0,0.0,0,2.4784616358392,0,Trivial
353,0,0,1,0.0,0.0,0,3.001829429404326,0,Trivial
354,28,3,2,0.5941300227248385,0.8941300227248385,2,1.1402870260758167,1,StrongMerger
355,47,4,2,0.3111291548118492,0.7111291548118492,2,10.720609592953364,1,StrongMerger
356,11,1,2,0.13906079845474112,0.23906079845474112,2,6.28853293197481,1,StrongMerger
357,0,0,3,1.0016277261245379,1.0016277261245379,0,0.9447812539975807,2,Trivial
358,29,2,2,0.6887461892700277,0.8887461892700277,2,1.9776325054147743,1,StrongMerger
359,0,0,3,0.4470620543337878,0.4470620543337878,0,1.9248485156496646,2,Trivial
360,0,0,2,0.6081931982998787,0.6081931982998787,0,1.9189003799317406,1,Trivial
361,0,0,1,0.0,0.0,0,5.053556317343532,0,Trivial
362,0,0,3,0.2689376052451349,0.2689376052451349,0,10.06973114905484,2,Trivial
363,122,4,3,0.6448981594894198,1.0448981594894198,2,0.9047204264301174,2,StrongMerger
364,0,0,1,0.0,0.0,0,1.4258480829059839,0,Trivial
365,8,1,4,1.2656556561374501,1.3656556561374502,2,2.1189509738859083,3,StrongMerger
366,155,5,3,0.7625160394559622,1.2625160394559622,2,2.4848182985920286,2,StrongMerger
367,303,11,2,0.27416591535017265,1.3741659153501726,2,6.185661855327495,1,StrongMerger
368,29,3,5,1.4483425483747667,1.7483425483747668,2,0.711422191246877,4,StrongMerger
369,0,0,2,0.6210863745552451,0.6210863745552451,0,3.7360171717795962,1,Trivial
370,0,0,2,0.6615632381579821,0.6615632381579821,0,1.2168166199507202,1,Trivial
371,0,0,3,0.9960598208824665,0.9960598208824665,0,0.4362520747151135,2,Trivial
372,0,0,2,0.08048483706800685,0.08048483706800685,0,4.310374946318693,1,Trivial
373,0,0,1,0.0,0.0,0,1.34401044223448,0,Trivial
374,0,0,4,1.21410359016056,1.21410359016056,0,0.21697447871321304,3,Trivial
375,0,0,3,0.9806428695122922,0.9806428695122922,0,0.24338296276138938,2,Trivial
376,26,2,2,0.5253213195155949,0.725321319515595,2,1.5881145401161587,1,StrongMerger
377,140,9,1,0.0,0.9,0,7.213254002453569,0,Fragmented
378,47,5,4,1.1621005315680046,1.6621005315680046,2,0.6860903682684983,3,StrongMerger
379,18,1,2,0.08048483706800685,0.18048483706800686,2,1.8632710416177827,1,StrongMerger
380,290,6,2,0.13906079845474112,0.7390607984547413,2,4.162921341138198,1,StrongMerger
381,56,4,6,1.5571165509553422,1.9571165509553423,2,0.38770374225047366,5,StrongMerger
382,0,0,1,0.0,0.0,0,1.7932796943123155,0,Trivial
383,139,7,2,0.6754645824509031,1.375464582450903,2,1.6064376838677015,1,StrongMerger
384,48,5,3,0.8064769418829218,1.3064769418829218,2,1.7650235312610378,2,StrongMerger
385,20,4,3,0.8416990422217969,1.2416990422217968,2,0.9754020271812257,2,StrongMerger
386,0,0,1,0.0,0.0,0,2.8609199108629397,0,Trivial
387,0,0,2,0.08048483706800685,0.08048483706800685,0,7.060280629038832,1,Trivial
388,29,2,3,0.8644965328548823,1.0644965328548823,2,2.8160657418258137,2,StrongMerger
389,0,0,2,0.6853142072764582,0.6853142072764582,0,0.6736951387168846,1,Trivial
390,1,0,4,1.1296387662521368,1.1296387662521368,0,0.4836473343495943,3,Trivial
391,80,0,3,0.893597481085981,0.893597481085981,0,1.2492355287301622,2,Trivial
392,328,5,1,0.0,0.5,0,6.657460952695633,0,Fragmented
393,14,3,4,1.2125113676843866,1.5125113676843867,2,0.6207920440788198,3,StrongMerger
394,0,0,2,0.45884684243710105,0.45884684243710105,0,2.807128592744521,1,Trivial
395,0,0,2,0.5941300227248385,0.5941300227248385,0,0.5462129080057261,1,Trivial
396,0,0,3,1.056799444665715,1.056799444665715,0,0.14114944863097673,2,Trivial
397,9,2,6,1.505929863098315,1.7059298630983148,2,0.4888448425257596,5,StrongMerger
398,0,0,1,0.0,0.0,0,6.5121644447424325,0,Trivial
399,424,8,2,0.37677016125643675,1.1767701612564367,2,6.877833052511861,1,StrongMerger
400,6,1,3,0.7625160394559622,0.8625160394559622,2,0.893320677643579,2,StrongMerger
401,116,3,4,1.1194375712744593,1.4194375712744594,2,1.4252172813597312,3,StrongMerger
402,0,0,3,0.7603044044898462,0.7603044044898462,0,0.5770734289788066,2,Trivial
403,161,4,1,0.0,0.4,0,2.7721357800016135,0,Fragmented
404,64,3,2,0.6210863745552451,0.9210863745552451,2,1.9368594956000813,1,StrongMerger
405,46,4,2,0.27416591535017265,0.6741659153501727,2,3.064298489282197,1,StrongMerger
406,0,0,2,0.6853142072764582,0.6853142072764582,0,2.645743861656298,1,Trivial
407,0,0,2,0.2337916587064593,0.2337916587064593,0,5.148309690987829,1,Trivial
408,0,0,2,0.40609642111261135,0.40609642111261135,0,2.6432351254805533,1,Trivial
409,76,4,3,0.9806428695122922,1.3806428695122923,2,1.209042141700562,2,StrongMerger
410,15,0,2,0.2337916587064593,0.2337916587064593,0,3.8601462545215877,1,Trivial
411,0,0,3,1.0387435715615458,1.0387435715615458,0,1.6965401699771512,2,Trivial
412,86,4,3,0.7208503627184868,1.1208503627184867,2,1.2711589071501967,2,StrongMerger
413,150,3,1,0.0,0.30000000000000004,0,3.919808775608062,0,Fragmented
414,150,3,2,0.6615632381579821,0.9615632381579822,2,1.4298498248436866,1,StrongMerger
415,24,2,3,0.9470571522825083,1.1470571522825084,2,3.5914560002095968,2,StrongMerger
416,137,4,2,0.6754645824509031,1.0754645824509033,2,2.1436515011253405,1,StrongMerger
417,0,0,1,0.0,0.0,0,9.592235841303994,0,Trivial
418,125,7,2,0.5941300227248385,1.2941300227248385,2,1.138823723424129,1,StrongMerger
419,86,3,2,0.6434915530192904,0.9434915530192904,2,0.44626533743823976,1,StrongMerger
420,111,6,3,0.9844658224486911,1.5844658224486912,2,0.5732110937500651,2,StrongMerger
421,0,0,2,0.2337916587064593,0.2337916587064593,0,0.993304241085504,1,Trivial
422,14,2,6,1.5438432337325023,1.7438432337325023,2,0.5851482076346,5,StrongMerger
423,65,3,1,0.0,0.30000000000000004,0,1.906902241392299,0,Fragmented
424,0,0,1,0.0,0.0,0,0.6443629725243893,0,Trivial
425,0,0,4,0.8856816389663218,0.8856816389663218,0,0.4559690731611243,3,Trivial
426,112,3,1,0.0,0.30000000000000004,0,1.9051898934600506,0,Fragmented
427,115,5,1,0.0,0.5,0,2.17635651264411,0,Fragmented
428,0,0,6,1.4982348948318966,1.4982348948318966,0,0.0898664541595836,5,Trivial
429,82,6,1,0.0,0.6000000000000001,0,4.154061043042,0,Fragmented
430,0,0,3,0.7477194465410024,0.7477194465410024,0,0.4078686246507275,2,Trivial
431,0,0,3,1.0532200380741075,1.0532200380741075,0,0.6358648206951744,2,Trivial
432,90,7,4,1.225097528851986,1.9250975288519863,2,0.5128009014548047,3,StrongMerger
433,0,0,2,0.6530577442776866,0.6530577442776866,0,1.0023727449146975,1,Trivial
434,73,6,2,0.5941300227248385,1.1941300227248386,2,4.233163503634219,1,StrongMerger
435,113,1,4,0.8326886502679653,0.9326886502679653,2,0.5875676861737681,3,StrongMerger
436,76,4,6,1.686873666290505,2.086873666290505,2,0.2534741430966463,5,StrongMerger
437,20,3,3,0.7416929319329894,1.0416929319329893,2,1.2011994391502898,2,StrongMerger
438,131,5,2,0.2337916587064593,0.7337916587064592,2,4.509441601979966,1,StrongMerger
439,0,0,2,0.18920898053816695,0.18920898053816695,0,1.0011305011039224,1,Trivial
440,18,0,4,1.302525675961028,1.302525675961028,0,0.1855194811767793,3,Trivial
441,31,6,2,0.34520662539160074,0.9452066253916008,2,9.728292076219102,1,StrongMerger
442,33,0,3,0.9694010705591207,0.9694010705591207,0,0.6012244889439594,2,Trivial
443,0,0,2,0.4333988732907457,0.4333988732907457,0,5.019753280395641,1,Trivial
444,0,0,2,0.6754645824509031,0.6754645824509031,0,3.019910057655276,1,Trivial
445,188,4,1,0.0,0.4,0,2.3532322993231847,0,Fragmented
446,0,0,4,1.149384226980831,1.149384226980831,0,0.13914798095521583,3,Trivial
447,94,4,4,0.9015663467033781,1.3015663467033782,2,1.3710847001233586,3,StrongMerger
448,0,0,1,0.0,0.0,0,1.8941436781912797,0,Trivial
449,149,10,2,0.34520662539160074,1.3452066253916009,2,2.279297821696092,1,StrongMerger
450,0,0,2,0.34520662539160074,0.34520662539160074,0,3.731069954085452,1,Trivial
451,0,0,1,0.0,0.0,0,3.345201291961916,0,Trivial
452,0,0,1,0.0,0.0,0,2.1006209392798088,0,Trivial
453,0,0,1,0.0,0.0,0,6.508533041782834,0,Trivial
454,0,0,3,1.000399593438329,1.000399593438329,0,0.41616821378640045,2,Trivial
455,2,1,1,0.0,0.1,0,1.6548244954667504,0,Fragmented
456,0,0,3,1.0717300941124526,1.0717300941124526,0,0.49535108034286096,2,Trivial
457,188,3,1,0.0,0.30000000000000004,0,5.473290378771301,0,Fragmented
458,156,6,3,0.8277277649373649,1.427727764937365,2,2.663428692771447,2,StrongMerger
459,24,3,4,0.8360302011207953,1.1360302011207954,2,1.2018364897811338,3,StrongMerger
460,0,0,1,0.0,0.0,0,2.8759242923929254,0,Trivial
461,0,0,1,0.0,0.0,0,1.2094784775212681,0,Trivial
462,153,6,1,0.0,0.6000000000000001,0,5.8814246060980455,0,Fragmented
463,68,1,3,0.6829795359130615,0.7829795359130615,2,0.23990137209938878,2,StrongMerger
464,32,6,3,1.015946053203231,1.615946053203231,2,1.0228040825046292,2,StrongMerger
465,0,0,4,1.1969090768805175,1.1969090768805175,0,0.27099037864175896,3,Trivial
466,29,2,4,1.179493377044861,1.379493377044861,2,0.5275670274119842,3,StrongMerger
467,0,0,4,0.8700333709125835,0.8700333709125835,0,0.7357296709538923,3,Trivial
468,20,1,4,1.1257768279148046,1.2257768279148047,1,0.3882867219295909,3,WeakMerger
469,45,3,4,0.8583232799429059,1.158323279942906,2,1.3565550115609446,3,StrongMerger
470,22,2,2,0.27416591535017265,0.47416591535017266,2,4.611135874850292,1,StrongMerger
471,0,0,2,0.34520662539160074,0.34520662539160074,0,1.3168913623107446,1,Trivial
472,0,0,3,1.015946053203231,1.015946053203231,0,2.4885380003912254,2,Trivial
473,127,2,1,0.0,0.2,0,2.659981207377721,0,Fragmented
474,65,4,2,0.13906079845474112,0.5390607984547411,2,0.24956316272594262,1,StrongMerger
475,36,2,6,1.655255550727004,1.8552555507270039,2,0.24959534124201674,5,StrongMerger
476,100,7,4,0.9314119868473864,1.6314119868473864,2,1.7240600385669775,3,StrongMerger
477,0,0,4,1.0970947073469164,1.0970947073469164,0,1.286995301360307,3,Trivial
478,87,3,2,0.5941300227248385,0.8941300227248385,2,0.5039593741356958,1,StrongMerger
479,0,0,5,1.5208141799037453,1.5208141799037453,0,0.10461886660219116,4,Trivial
480,0,0,1,0.0,0.0,0,4.051199259227,0,Trivial
481,137,6,2,0.6210863745552451,1.2210863745552452,2,1.3348275506384928,1,StrongMerger
482,0,0,4,1.0449127097958204,1.0449127097958204,0,1.129401594070688,3,Trivial
483,97,8,4,1.2411371518135494,2.0411371518135493,2,2.038064404096801,3,StrongMerger
484,0,0,2,0.6926588198060253,0.6926588198060253,0,1.3091362382976155,1,Trivial
485,12,2,6,1.521559884569615,1.721559884569615,2,0.24786193488023237,5,StrongMerger
486,37,5,4,1.2123138802671547,1.7123138802671547,2,0.3343209652661641,3,StrongMerger
487,33,3,3,0.829150039504599,1.129150039504599,2,1.9601939082686004,2,StrongMerger
488,0,0,3,0.21904558217698628,0.21904558217698628,0,1.439382546543285,2,Trivial
489,255,2,2,0.13906079845474112,0.33906079845474113,2,3.013509991490374,1,StrongMerger
490,6,1,3,0.5403395368689168,0.6403395368689168,2,1.7549068132694658,2,StrongMerger
491,193,8,2,0.2337916587064593,1.0337916587064593,2,7.996544423147507,1,StrongMerger
492,205,11,1,0.0,1.1,0,5.095279070218439,0,Fragmented
493,0,0,1,0.0,0.0,0,3.3743163156314457,0,Trivial
494,0,0,2,0.48257756517701206,0.48257756517701206,0,2.1151995489327433,1,Trivial
495,0,0,1,0.0,0.0,0,2.586646358662811,0,Trivial
496,7,2,3,0.6400420026635811,0.8400420026635811,2,1.0945053575370824,2,StrongMerger
497,76,3,1,0.0,0.30000000000000004,0,2.9519905098818056,0,Fragmented
498,0,0,2,0.5788586438389152,0.5788586438389152,0,2.9228187541452297,1,Trivial
499,21,2,2,0.34520662539160074,0.5452066253916008,2,5.0731629143448185,1,StrongMerger
500,116,5,2,0.13906079845474112,0.6390607984547412,2,1.8745383801059208,1,StrongMerger
501,0,0,3,1.020861437833038,1.020861437833038,0,1.0020292459016686,2,Trivial
502,0,0,2,0.5623351446188083,0.5623351446188083,0,1.122658784512546,1,Trivial
503,0,0,3,0.9782419693880586,0.9782419693880586,0,0.4624189536921912,2,Trivial
504,36,4,2,0.5941300227248385,0.9941300227248385,2,1.7069380649254764,1,StrongMerger
505,0,0,4,1.30722560173349,1.30722560173349,0,0.236854123846793,3,Trivial
506,0,0,3,0.8644965328548823,0.8644965328548823,0,0.9183255875981754,2,Trivial
507,63,3,6,1.7355235793885404,2.0355235793885402,2,0.17873442598584657,5,StrongMerger
508,173,8,1,0.0,0.8,0,8.922517416147466,0,Fragmented
509,3,0,2,0.6434915530192904,0.6434915530192904,0,0.8244371718233665,1,Trivial
510,75,4,2,0.6615632381579821,1.0615632381579823,2,0.3136368163828719,1,StrongMerger
511,65,4,2,0.40609642111261135,0.8060964211126114,2,4.811971698318048,1,StrongMerger
512,0,0,2,0.40609642111261135,0.40609642111261135,0,1.468308592624703,1,Trivial
513,0,0,2,0.6887461892700277,0.6887461892700277,0,1.1634202349518374,1,Trivial
514,18,2,4,0.8888491855050803,1.0888491855050804,2,1.848955068688863,3,StrongMerger
515,31,6,4,1.1053346834255449,1.705334683425545,2,0.2480782951614755,3,StrongMerger
516,19,1,4,0.7069870066110338,0.8069870066110337,2,0.9133396921579262,3,StrongMerger
517,146,4,1,0.0,0.4,0,5.9796166108601865,0,Fragmented
518,5,3,2,0.2337916587064593,0.5337916587064593,2,6.291327539816446,1,StrongMerger
519,75,5,2,0.6210863745552451,1.121086374555245,2,0.4739282487282977,1,StrongMerger
520,8,1,4,1.11746875150098,1.21746875150098,2,3.1296461138155602,3,StrongMerger
521,72,2,1,0.0,0.2,0,0.5617002909421096,0,Fragmented
522,0,0,4,1.2454401878808359,1.2454401878808359,0,0.6079580601040527,3,Trivial
523,30,2,3,1.0498260561123014,1.2498260561123014,2,0.21262148154075414,2,StrongMerger
524,0,0,2,0.6081931982998787,0.6081931982998787,0,3.287608365176794,1,Trivial
525,96,6,2,0.5623351446188083,1.1623351446188084,2,9.5817169521693,1,StrongMerger
526,0,0,2,0.5047041940481001,0.5047041940481001,0,0.6927398188943753,1,Trivial
527,159,6,2,0.5941300227248385,1.1941300227248386,2,1.5194103475400802,1,StrongMerger
528,121,2,2,0.6530577442776866,0.8530577442776865,2,4.926305502973085,1,StrongMerger
529,126,7,4,1.195285862260782,1.8952858622607822,2,1.221881690794909,3,StrongMerger
530,0,0,1,0.0,0.0,0,2.409292922736616,0,Trivial
531,0,0,5,1.3025639459676956,1.3025639459676956,0,0.6947097382157132,4,Trivial
532,70,3,2,0.6911927820032008,0.9911927820032008,2,0.30139982413600713,1,StrongMerger
533,70,5,2,0.5253213195155949,1.0253213195155948,2,3.8553944219426466,1,StrongMerger
534,37,3,3,0.9694010705591207,1.2694010705591208,2,0.7241030809698762,2,StrongMerger
535,0,0,2,0.5941300227248385,0.5941300227248385,0,0.2958142018148619,1,Trivial
536,0,0,2,0.6615632381579821,0.6615632381579821,0,0.4756760992874338,1,Trivial
537,104,3,2,0.6808899872666533,0.9808899872666533,2,3.3531182316064747,1,StrongMerger
538,162,5,3,0.21904558217698628,0.7190455821769863,2,5.271008019939378,2,StrongMerger
539,0,0,3,0.5919104328777565,0.5919104328777565,0,0.37737574035870436,2,Trivial
540,15,3,2,0.6808899872666533,0.9808899872666533,2,3.4082171959792453,1,StrongMerger
541,0,0,2,0.6434915530192904,0.6434915530192904,0,0.8630479435037032,1,Trivial
542,50,2,1,0.0,0.2,0,0.7108196375746781,0,Fragmented
543,38,6,2,0.40609642111261135,1.0060964211126113,2,6.893680044748434,1,StrongMerger
544,53,5,2,0.6808899872666533,1.1808899872666534,2,1.0937660697030744,1,StrongMerger
545,11,1,4,0.46322139812821145,0.5632213981282115,2,1.2355307391394361,3,StrongMerger
546,105,1,3,0.920189836291867,1.020189836291867,1,0.9990117045308148,2,WeakMerger
547,0,0,2,0.6853142072764582,0.6853142072764582,0,0.49022669356825166,1,Trivial
548,0,0,1,0.0,0.0,0,4.800325415678567,0,Trivial
549,7,2,4,1.3282621054230161,1.528262105423016,2,0.24298022940157663,3,StrongMerger
550,11,1,3,0.9556379946446711,1.0556379946446712,2,1.3942420145766357,2,StrongMerger
551,109,1,3,1.0327119369306486,1.1327119369306486,2,0.6304791557959195,2,StrongMerger
552,101,4,2,0.4333988732907457,0.8333988732907458,2,1.3919637587352227,1,StrongMerger
553,43,0,5,1.5968231974955691,1.5968231974955691,0,0.27133264363297493,4,Trivial
554,26,5,2,0.4333988732907457,0.9333988732907457,2,3.374724660630258,1,StrongMerger
555,0,0,2,0.5623351446188083,0.5623351446188083,0,1.7573362078748913,1,Trivial
556,0,0,3,0.9775354235914321,0.9775354235914321,0,0.29326401181250816,2,Trivial
557,52,3,5,1.4622774500492204,1.7622774500492204,2,0.8976445051082526,4,StrongMerger
558,0,0,2,0.6754645824509031,0.6754645824509031,0,0.827788043971239,1,Trivial
559,155,8,2,0.4333988732907457,1.2333988732907457,2,2.60332866450266,1,StrongMerger
560,0,0,1,0.0,0.0,0,3.4043265826345595,0,Trivial
561,71,2,3,0.9556379946446711,1.155637994644671,2,0.7348090290779522,2,StrongMerger
562,135,5,2,0.6887461892700277,1.1887461892700277,2,2.6423717374666937,1,StrongMerger
563,164,6,1,0.0,0.6000000000000001,0,4.669486967776199,0,Fragmented
564,0,0,5,1.21056938333244,1.21056938333244,0,1.5747987365641836,4,Trivial
565,0,0,3,1.0025590554959805,1.0025590554959805,0,1.8243923976650296,2,Trivial
566,4,1,1,0.0,0.1,0,1.958210624774398,0,Fragmented
567,108,3,1,0.0,0.30000000000000004,0,2.3637707307279747,0,Fragmented
568,0,0,2,0.6210863745552451,0.6210863745552451,0,0.9967585602702754,1,Trivial
569,0,0,1,0.0,0.0,0,6.273430195879757,0,Trivial
570,136,6,6,1.3938654235483674,1.9938654235483675,2,0.48838224089511695,5,StrongMerger
571,249,8,4,0.9555384126112657,1.7555384126112656,2,2.638150028996998,3,StrongMerger
572,112,1,2,0.6081931982998787,0.7081931982998787,1,3.8213577764123734,1,WeakMerger
573,20,5,3,0.7416929319329894,1.2416929319329895,2,0.6719702450550428,2,StrongMerger
574,43,2,1,0.0,0.2,0,2.9018199294133944,0,Fragmented
575,21,2,3,0.9313358330471869,1.131335833047187,2,2.295199069109706,2,StrongMerger
576,0,0,2,0.6887461892700277,0.6887461892700277,0,1.7131845364916227,1,Trivial
577,0,0,3,0.9066573164983768,0.9066573164983768,0,1.21596445387674,2,Trivial
578,37,9,2,0.6690268361602776,1.5690268361602775,2,1.0304090965629196,1,StrongMerger
579,3,0,2,0.37677016125643675,0.37677016125643675,0,2.890380044315859,1,Trivial
580,0,0,3,0.5385569462609421,0.5385569462609421,0,2.425295430893774,2,Trivial
581,54,6,2,0.13906079845474112,0.7390607984547413,2,3.33554757852248,1,StrongMerger
582,32,2,4,0.9314119868473865,1.1314119868473864,2,0.7692668093847218,3,StrongMerger
583,32,1,2,0.5623351446188083,0.6623351446188083,2,0.6629434407613396,1,StrongMerger
584,0,0,2,0.40609642111261135,0.40609642111261135,0,2.3990361825838367,1,Trivial
585,26,2,4,0.7827182099158492,0.9827182099158491,2,1.1699043301039447,3,StrongMerger
586,224,7,2,0.6926588198060253,1.3926588198060252,2,2.035794367706901,1,StrongMerger
587,0,0,4,1.234244945579329,1.234244945579329,0,0.761617722696779,3,Trivial
588,0,0,2,0.4333988732907457,0.4333988732907457,0,2.3464591558610697,1,Trivial
589,108,4,2,0.48257756517701206,0.882577565177012,2,0.8910109834314975,1,StrongMerger
590,107,2,4,1.3162258149648436,1.5162258149648435,2,0.4370306735026704,3,StrongMerger
591,196,7,2,0.5047041940481001,1.2047041940481003,2,2.381764730494689,1,StrongMerger
592,27,2,4,1.1340157382872007,1.3340157382872007,2,0.646709297234409,3,StrongMerger
593,0,0,2,0.5253213195155949,0.5253213195155949,0,2.5345117023314616,1,Trivial
594,0,0,2,0.6615632381579821,0.6615632381579821,0,0.3827783264991684,1,Trivial
595,125,2,2,0.5623351446188083,0.7623351446188082,2,1.6228709393864547,1,StrongMerger
596,14,5,2,0.5788586438389152,1.0788586438389152,2,1.307927093241586,1,StrongMerger
597,0,0,1,0.0,0.0,0,0.6949279442606618,0,Trivial
598,125,6,1,0.0,0.6000000000000001,0,2.2921168046758607,0,Fragmented
599,0,0,2,0.5047041940481001,0.5047041940481001,0,1.3277965641795164,1,Trivial
600,190,8,1,0.0,0.8,0,2.7232373576930495,0,Fragmented
601,0,0,2,0.5788586438389152,0.5788586438389152,0,2.159517713773806,1,Trivial
602,0,0,3,1.0612039759627614,1.0612039759627614,0,1.2779854796460446,2,Trivial
603,57,0,2,0.6210863745552451,0.6210863745552451,0,0.4344219173258244,1,Trivial
604,95,4,4,1.181053615375717,1.5810536153757169,2,0.5224706242681616,3,StrongMerger
605,62,2,3,0.6617907197521558,0.8617907197521557,2,0.6998683228507941,2,StrongMerger
606,0,0,2,0.3111291548118492,0.3111291548118492,0,1.814538242821664,1,Trivial
607,149,6,2,0.13906079845474112,0.7390607984547413,2,3.877503564124377,1,StrongMerger
608,0,0,3,0.49560622602906945,0.49560622602906945,0,0.37448541838004834,2,Trivial
609,109,5,3,0.8085295996233987,1.3085295996233985,2,0.7293573744707722,2,StrongMerger
610,0,0,1,0.0,0.0,0,5.733877995600144,0,Trivial
611,0,0,2,0.5445089017353929,0.5445089017353929,0,1.1777718822872152,1,Trivial
612,19,3,4,1.1355542587347913,1.4355542587347914,2,0.5993961288477576,3,StrongMerger
613,11,0,1,0.0,0.0,0,1.2008308797843426,0,Trivial
614,148,5,1,0.0,0.5,0,3.228158884757683,0,Fragmented
615,0,0,1,0.0,0.0,0,3.0623927564542868,0,Trivial
616,1,0,2,0.6926588198060253,0.6926588198060253,0,1.1433094882848245,1,Trivial
617,165,7,2,0.5445089017353929,1.244508901735393,2,2.275879341132431,1,StrongMerger
618,27,5,2,0.4333988732907457,0.9333988732907457,2,0.6453171028965979,1,StrongMerger
619,135,5,1,0.0,0.5,0,1.4386874070248084,0,Fragmented
620,101,1,2,0.6887461892700277,0.7887461892700277,1,0.7244841947522916,1,WeakMerger
621,151,8,3,0.7176067382576196,1.5176067382576197,2,1.6484477354344038,2,StrongMerger
622,4,3,4,0.991085190125025,1.291085190125025,2,1.2845619477332553,3,StrongMerger
623,3,0,6,1.5215837052411851,1.5215837052411851,0,0.3382463217870419,5,Trivial
624,68,5,3,0.7176067382576196,1.2176067382576194,2,2.36970262840552,2,StrongMerger
625,10,3,4,1.3246609197311587,1.6246609197311588,2,1.9579676244380524,3,StrongMerger
626,170,4,3,1.020861437833038,1.4208614378330382,1,2.1530984459865583,2,WeakMerger
627,114,9,3,0.8342828603576514,1.7342828603576514,2,3.8853356910630823,2,StrongMerger
628,24,5,3,0.9832739442463889,1.483273944246389,2,2.1091814120034043,2,StrongMerger
629,18,3,2,0.5253213195155949,0.825321319515595,2,0.8870171742933797,1,StrongMerger
630,22,2,5,1.2351896377911147,1.4351896377911146,2,0.4714115566645007,4,StrongMerger
631,117,3,2,0.6328428307500615,0.9328428307500616,2,1.070212574205271,1,StrongMerger
632,149,5,7,1.7117367458534045,2.2117367458534045,2,0.7397743763620995,6,StrongMerger
633,44,4,4,1.1293666392549628,1.5293666392549627,2,0.5311883425986311,3,StrongMerger
634,24,3,2,0.5445089017353929,0.844508901735393,2,1.9616306661550538,1,StrongMerger
635,9,2,5,1.489722061752916,1.689722061752916,2,0.16570687626341987,4,StrongMerger
636,0,0,3,0.7625160394559622,0.7625160394559622,0,1.6296914649102614,2,Trivial
637,55,2,2,0.3111291548118492,0.5111291548118493,1,0.7371527776933015,1,WeakMerger
638,0,0,2,0.45884684243710105,0.45884684243710105,0,0.6209021272447152,1,Trivial
639,117,2,2,0.6328428307500615,0.8328428307500615,2,4.273752144799055,1,StrongMerger
640,0,0,2,0.6808899872666533,0.6808899872666533,0,0.6222519575694655,1,Trivial
641,147,9,1,0.0,0.9,0,6.794039551432629,0,Fragmented
642,27,1,3,1.0358042841981745,1.1358042841981746,1,0.15310469665391951,2,WeakMerger
643,23,6,3,0.9972335263202002,1.5972335263202004,2,0.7122482987569599,2,StrongMerger
644,81,2,3,0.7527225026325336,0.9527225026325337,2,0.5599804614118568,2,StrongMerger
645,0,0,1,0.0,0.0,0,6.451779555006635,0,Trivial
646,31,1,4,1.323238502140029,1.4232385021400291,2,1.2256957348142918,3,StrongMerger
647,35,1,3,0.9242683185015674,1.0242683185015675,2,5.183803891859257,2,StrongMerger
